source_file,학교명,갤러리ID,갤러리타입,게시글번호,말머리,제목,내용,글쓴이,추천수,조회수,날짜,링크,keyword_score,keyword_flag,matched_terms
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12893,,중간,평균등급 3후반인데 성장하면 인서울 가능 하냐?,배붕이 (211.168) 2026.05.12 09:06:06 스크랩 조회 447 추천 0 댓글 2,0,447,2026.05.12 09:06:06,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12893&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12891,,1학년 국어 1컷 92라는데,난 4컷만 본다,배붕이 (211.168) 2026.05.06 21:02:28 스크랩 조회 824 추천 4 댓글 3,4,824,2026.05.06 21:02:28,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12891&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12896,,화학 가르치시던 송ㅇ준 선 생님 아직 계심?,내일 찾아뵙고 인사드릴까 하는데 졸업한지가 좀 되어서 아직 계신지 모르겠네 홈페이지에서는 못 찾겠는데,배붕이 (121.134) 2026.05.14 16:39:00 스크랩 조회 599 추천 0 댓글 6,0,599,2026.05.14 16:39:00,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12896&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12886,,기숙사 스피커,때려부수고싶으면 개추ㅋㅋ,ㅇㅇ (223.38) 2026.05.04 07:10:11 스크랩 조회 508 추천 2 댓글 4,2,508,2026.05.04 07:10:11,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12886&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12884,,래독에서 족구하는 무개념 배재고 학생들,주의하세요,배붕이 (222.235) 2026.05.03 11:57:24 스크랩 조회 553 추천 5 댓글 0,5,553,2026.05.03 11:57:24,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12884&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12888,,검은색,카시오 수능시계 보신분 있나요 흠집은 크게 없고 먼지 정도 묻어있기는 할텐데.. 보시면 말해주소,배붕이 (220.72) 2026.05.04 21:49:05 스크랩 조회 593 추천 1 댓글 2,1,593,2026.05.04 21:49:05,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12888&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12876,,시험 본 순서대로,85 81 89 80 66(?) 95면 총 몇등 정도 되려나 참고로 1학년이고 국과영수한사 순서임. 과학 100점 컷이라던데 ㅈ망했고 한국사 66에 대해선 할말이 없음ㅎ,배붕이 (220.72) 2026.04.28 19:06:49 스크랩 조회 819 추천 4 댓글 6,4,819,2026.04.28 19:06:49,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12876&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12871,,한국사ㅓ,50점대면 몇등급이죠,배붕이 (59.10) 2026.04.27 15:02:27 스크랩 조회 510 추천 1 댓글 1,1,510,2026.04.27 15:02:27,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12871&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12875,,ㅂ.ㅈ고 ㄱㅇㅇ 응원한다,사랑합니다,배붕이 (27.163) 2026.04.28 18:36:54 스크랩 조회 609 추천 10 댓글 3,10,609,2026.04.28 18:36:54,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12875&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12877,,얘들아 나 배재고 선배인데,너네 144기니? 너네 시험 끝나서 신난건 알겠는데 진정해야한다 기말에 더 점수 높여야지 형도 졸업한지 20년 넘었는데..,배붕이 (58.230) 2026.04.29 01:14:03 스크랩 조회 1040 추천 19 댓글 2,19,1040,2026.04.29 01:14:03,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12877&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12870,,등급컷,수학 1컷 몇이냐 실수 ㅈ1ㄴ해서 3개 틀렸는데 3뜰수도 있냐?,배붕이 (106.101) 2026.04.27 14:47:47 스크랩 조회 712 추천 2 댓글 4,2,712,2026.04.27 14:47:47,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12870&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12878,,"수학 1,2컷","1학년 기준 각각 92,74임 그냥.. 알아두라고",배붕이 (220.72) 2026.04.29 22:33:50 스크랩 조회 589 추천 9 댓글 0,9,589,2026.04.29 22:33:50,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12878&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12879,,1학년,1학년 글 적당히 싸질러라,배붕이 (211.168) 2026.04.29 23:21:09 스크랩 조회 708 추천 17 댓글 0,17,708,2026.04.29 23:21:09,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12879&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12869,,ㅇㄴ 1학년 한국사,미쳐 날뛰노 그냥,배붕이 (220.72) 2026.04.27 14:44:52 스크랩 조회 572 추천 1 댓글 5,1,572,2026.04.27 14:44:52,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12869&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12868,,1학년 수학,쉬웠음 어려웠음?,배붕이 (106.101) 2026.04.27 14:25:15 스크랩 조회 553 추천 0 댓글 4,0,553,2026.04.27 14:25:15,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12868&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12865,,일타라고 하는 사람들,아 모르겠고 일타만 다 골라서 듣다가 시험 개쳐망했네....,배붕이 (39.125) 2026.04.27 00:02:22 스크랩 조회 652 추천 3 댓글 2,3,652,2026.04.27 00:02:22,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12865&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12867,,국과영 313 나와라,오늘 수학 몇 점?,배붕이 (211.234) 2026.04.27 12:32:18 스크랩 조회 477 추천 0 댓글 2,0,477,2026.04.27 12:32:18,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12867&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12866,,2학년 물리,1 2컷 어느정도임,배붕이 (115.138) 2026.04.27 10:12:00 스크랩 조회 436 추천 0 댓글 1,0,436,2026.04.27 10:12:00,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12866&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12864,,다급합니다,작년 한국사 1컷 2컷 3컷 수학 1컷 2컷 3컷 부탁드립니다.,배붕이 (59.10) 2026.04.26 22:41:18 스크랩 조회 420 추천 0 댓글 2,0,420,2026.04.26 22:41:18,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12864&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12861,,가천대 수시,배재에서 가천대 가려면 대충 내신 몇정도 받아야해요?,배붕이 (118.235) 2026.04.25 00:43:48 스크랩 조회 559 추천 0 댓글 3,0,559,2026.04.25 00:43:48,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12861&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12859,,우리학교 진로선택과목 abc 비율은,각각 어느정도냐,배붕이 (210.204) 2026.04.24 22:06:26 스크랩 조회 298 추천 2 댓글 0,2,298,2026.04.24 22:06:26,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12859&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12863,,기말 준비,중간 끝나자마자 하고 싶은데 괜찮으려나? 정시공부는 언 제부터 하지? 형들 조언좀...,배붕이 (118.235) 2026.04.26 13:04:13 스크랩 조회 358 추천 0 댓글 1,0,358,2026.04.26 13:04:13,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12863&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12856,,2학년 등급컷,문학 대수 화학 영어 생명 ..?..?..?,배붕이 (114.202) 2026.04.24 11:02:26 스크랩 조회 516 추천 2 댓글 1,2,516,2026.04.24 11:02:26,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12856&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12858,,전과목 2 유지하면,어느정도 감? 한양대 경영 ㄱㄴ?,배붕이 (220.72) 2026.04.24 20:29:18 스크랩 조회 911 추천 2 댓글 17,2,911,2026.04.24 20:29:18,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12858&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12854,,완쾌를 바랍니다..,,배붕이 (118.235) 2026.04.23 11:45:29 스크랩 조회 680 추천 8 댓글 1,8,680,2026.04.23 11:45:29,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12854&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12857,,시험 퍙균,88된다 가정하면 몇등임,배붕이 (124.49) 2026.04.24 14:43:04 스크랩 조회 447 추천 0 댓글 1,0,447,2026.04.24 14:43:04,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12857&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12855,,수혈 요청,냅다 요청할 게 아니라 최소한 혈액형이 뭔지는 말해줘야 되지 않냐 설령 AB Rh+여도 다량 수혈 못 하는데,배붕이 (211.234) 2026.04.23 12:36:42 스크랩 조회 703 추천 0 댓글 5,0,703,2026.04.23 12:36:42,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12855&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12853,,1학년 과학 81이면,몇등급임,배붕이 (220.72) 2026.04.23 11:23:03 스크랩 조회 712 추천 0 댓글 2,0,712,2026.04.23 11:23:03,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12853&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12851,,1학년 과학,1컷 몇점 예상?,배붕이 (112.152) 2026.04.23 11:04:08 스크랩 조회 528 추천 0 댓글 2,0,528,2026.04.23 11:04:08,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12851&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12850,,국어 75점,3은 뜨겠죠? 3떠도 괜찮나요..?,배붕이 (59.10) 2026.04.22 18:46:57 스크랩 조회 740 추천 0 댓글 3,0,740,2026.04.22 18:46:57,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12850&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12848,,수시,국어 4 영어 4 확정인데 인서울 못가는거 확정인가요,배붕이 (118.235) 2026.04.22 13:09:23 스크랩 조회 490 추천 1 댓글 1,1,490,2026.04.22 13:09:23,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12848&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12849,,144기 국어 평균,문학 문제오류 있는거 아님?,배붕이 (220.72) 2026.04.22 16:32:46 스크랩 조회 757 추천 1 댓글 3,1,757,2026.04.22 16:32:46,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12849&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12847,,와 이거 맞냐,1학년 국어 3컷 몇예상,배붕이 (118.235) 2026.04.22 12:21:20 스크랩 조회 643 추천 0 댓글 1,0,643,2026.04.22 12:21:20,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12847&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12846,,144긴데,국어 서술형 Abc쓰고 답 썻는데 이거 감점 되나요?,배붕이 (118.235) 2026.04.22 11:53:14 스크랩 조회 655 추천 2 댓글 5,2,655,2026.04.22 11:53:14,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12846&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12845,,시험종료 10분전에 화장실 안된다해서...,어그로 죄송합니다 작년 국어 1컷이랑 2컷 몇 점쯤이였나요 형들,배붕이 (118.235) 2026.04.22 11:13:24 스크랩 조회 558 추천 3 댓글 1,3,558,2026.04.22 11:13:24,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12845&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12844,,치타는....,ㅈ됐다,배붕이 (223.38) 2026.04.22 10:46:14 스크랩 조회 488 추천 17 댓글 3,17,488,2026.04.22 10:46:14,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12844&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12843,,국어 88점,몇등급?,배붕이 (118.235) 2026.04.22 10:44:17 스크랩 조회 585 추천 0 댓글 1,0,585,2026.04.22 10:44:17,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12843&page=1,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12842,,의예과 가고 싶음 여기 ㄱㄱ,연대 의예과 합격생이 점싱 먹음 졸릴까봐 안 먹고 공부하고 커피가루 씹어먹으면서 공부했대 그 정도는 해야 의예과 합격하는 듯? 질문 남김 답도 해준대 관심있음 ㄱㄱ,배붕이 (211.234) 2026.04.21 18:43:44 스크랩 조회 572 추천 0 댓글 3,0,572,2026.04.21 18:43:44,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12842&page=2,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12836,,고1 영어 중간고사,교과서 다외우고 모의고사 범위 다외우면 몇점 나와요 형들?,배붕이 (118.235) 2026.04.15 23:42:35 스크랩 조회 749 추천 0 댓글 3,0,749,2026.04.15 23:42:35,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12836&page=2,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12841,,치타는 웃고있다,,배붕이 (223.38) 2026.04.20 16:39:47 스크랩 조회 526 추천 5 댓글 2,5,526,2026.04.20 16:39:47,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12841&page=2,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12840,,학교 교실 문 몇시까지 열려있음?,교과서 두고 왔는데 급함,배붕이 (223.38) 2026.04.17 20:19:52 스크랩 조회 422 추천 0 댓글 1,0,422,2026.04.17 20:19:52,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12840&page=2,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12827,,배재 잠바,호랑이 보고 고대과잠인줄,배붕이 (175.193) 2026.04.11 01:19:56 스크랩 조회 430 추천 0 댓글 0,0,430,2026.04.11 01:19:56,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12827&page=2,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12828,,전학,이번 중간 보고 성적 잘 안나오면 기말보기전에 일반고로 전학가고 싶은데 1학년 때 중간보고 전학가는 경우가 자주 있나요?? 아님 여기서 버티는게 맞을까요,배붕이 (175.208) 2026.04.11 11:57:09 스크랩 조회 1062 추천 7 댓글 9,7,1062,2026.04.11 11:57:09,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12828&page=2,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12832,,머 이런갤이잇엇냐,131 ㅎㅇ,ㅇㅇ (115.138) 2026.04.14 09:42:35 스크랩 조회 768 추천 3 댓글 4,3,768,2026.04.14 09:42:35,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12832&page=2,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12829,,오늘 고덕 학원가,경찰 수십명 왜 온거임?,배붕이 (211.234) 2026.04.11 22:56:55 스크랩 조회 946 추천 0 댓글 3,0,946,2026.04.11 22:56:55,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12829&page=2,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12826,,도서관 몇시까지 염?,- dc official App,배붕이 (211.234) 2026.04.10 21:39:45 스크랩 조회 298 추천 0 댓글 1,0,298,2026.04.10 21:39:45,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12826&page=2,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12824,,클래스데이 무료기출 일반인 가입 한시적으로 받아준대요,원래 teacher만 가입 가능하다고 얘기가 있어서 가입을 못했었는데 중간고사 대비해서 한시적으로 가입 오픈해준다고 하네요 좋은 정보인듯해서 공유드립니다.,잇붕이 (211.235) 2026.04.10 11:02:00 스크랩 조회 281 추천 2 댓글 0,2,281,2026.04.10 11:02:00,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12824&page=2,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12825,,배재 기출 어디서 봄?,- dc official App,배붕이 (211.234) 2026.04.10 21:08:50 스크랩 조회 390 추천 0 댓글 1,0,390,2026.04.10 21:08:50,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12825&page=2,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12823,,그게 무슨 소리니...,석면공사? 아직까지 교체를 안했었다고?,배붕이 (118.235) 2026.04.09 12:24:24 스크랩 조회 526 추천 1 댓글 0,1,526,2026.04.09 12:24:24,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12823&page=2,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12821,,화장실어깨빵,뭔 소문돌던데 뭐임,ㅇㅇ (223.62) 2026.04.08 17:21:01 스크랩 조회 683 추천 6 댓글 1,6,683,2026.04.08 17:21:01,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12821&page=2,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12822,,중간고사까지 어느덧 2주도 남지 않았습니다,"친구들하고 후배님들, 선배님들 모두 화이팅하시길 바랍니다!",배붕이 (222.232) 2026.04.09 01:13:34 스크랩 조회 420 추천 7 댓글 0,7,420,2026.04.09 01:13:34,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12822&page=2,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12818,,근데 거주지 비율 어느 정도 같음?,나는 강동 7 광진2 송파1 가끔 성동 동대문 이런데 보이는데 비율 어느정도 같음?,ㅇㅇ (223.38) 2026.04.05 22:15:18 스크랩 조회 676 추천 0 댓글 3,0,676,2026.04.05 22:15:18,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12818&page=2,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12808,,고토히토리공부법으로내신만점쟁취하자,하루순공6시간이상으로내신만점쟁취하자,고토히토리 (211.234) 2026.04.03 23:48:27 스크랩 조회 624 추천 6 댓글 1,6,624,2026.04.03 23:48:27,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12808&page=2,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12806,,프리칼리지,아니 전교생이 1200명이 넘는데 80명만 신청받는게 말이되냐. 추가로 더 신청할 수 있게 해줘야지 뭐야 이게,배붕이 (114.202) 2026.04.03 16:40:55 스크랩 조회 622 추천 6 댓글 3,6,622,2026.04.03 16:40:55,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12806&page=2,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12802,,뭐? 1학년은 수학여행으로 일본 간다고?,"게다가 도쿄팀과 오사카팀으로 나눠서 도쿄팀은 도쿄 디즈니랜드 오사카팀은 유니버셜 스튜디오 재팬을 갈수도 있다고? 142기 2학년 수련회땐 산골짜기 깊은곳에 프라이팬이랑 가스레인지도 없어서 가져오라 그랬다고? ""승상께서 142기를 버리시는구나! 더 살아 무엇을 하겠더냐!""",배붕이 (118.235) 2026.04.02 16:28:56 스크랩 조회 1523 추천 70 댓글 2,70,1523,2026.04.02 16:28:56,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12802&page=2,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12800,,여름방학,진짜 제발 줄이지 말아주세요 부탁드립니다 제발,배붕이 (116.126) 2026.03.31 18:21:00 스크랩 조회 520 추천 3 댓글 0,3,520,2026.03.31 18:21:00,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12800&page=2,0.0,0,
schools_20p/all_schools.csv,배재고,paichai1885,mgallery,12799,,방학 1주일 어디서 많이 봤나 했더니,별이삼샵이랑 시스템이 똑같노,배붕이 (118.235) 2026.03.31 17:35:07 스크랩 조회 691 추천 1 댓글 0,1,691,2026.03.31 17:35:07,https://gall.dcinside.com/mgallery/board/view/?id=paichai1885&no=12799&page=2,0.0,0,
