페이지,게시글번호,말머리,제목,내용,글쓴이,추천수,조회수,날짜,링크
2,6276,[일반],00년생인데 이런 갤러리 있는거 처음 알아서 썰좀 끄적여봄,"2016년도에 입학함. 1학년썰만 풀 생각이고 2학년 3학년썰은 나중에 생각나면 품. 1. 김현민 1학년 담임 국어 김현민 선생님 프레임만 1600만원정도 하는 산악자전거로 출퇴근, 심지어 그리 멀지 않은 현장학습까지 자전거타고 오셨던 유쾌한 선생님이셨음. 엄하실 때도 있었지만 그때당시 선생님들 기준으로 정말 참교육자이셨음. 졸업할때 즈음에 당신이 담임맡으셨던 제자들 모아놓은 단톡방 있는데 채팅은 올라오는게 없지만 최대한 학생들 위해 힘써주시는 분이셨음. 2. KGB(김화성) 요즘 애들이 알지는 모르겠지만 KGB 김화성(화학)선생님이 계셨는데 1학년 학년부장? 그거 했었음. KGB는 얼굴을 안봐도 대충 오는지 안오는지 구분이 됐는데, 한 5미터 반경에서는 커피냄새가 진동을 하고 2미터 반경에서는 담배쩐내가 진동을 했음. 참고로 학년초때는 1학년 교무실(당시 5층)에서 운동장쪽 창문열어놓고 실내흡연하던 사람이다. 심화반이라고 해서 성적 상위권애들 독서실에 강제로 모아놓고 공부경쟁시키던 풍습이 있었는데 그해 여름방학때 애들 자습시키다가 밥먹으러 가라했는데 아래 롯데마트쪽에 애들이 싹다몰렸음. 지금도 그럴지 모르겠는데 거기 학생몰리면 물량처리가 안돼서 밥 ㅈㄴ늦게나와서 그거 먹고 2분 늦었나? 그때 2초 이상 지각한 애들 싹다 모아놓고 엎드려뻗쳐시킨다음에 알루미늄 빠따로 한대씩 팼었다. 진짜 지금생각해도 저때가 2016년이 맞나? 싶음 분명히 야만의 시대는 다 지났는데 걍 ㅄ학교가 맞는듯 ㅇㅇ 3. 은갈치(최ㅈㅅ) 필자 1학년때는 영어1 영어2라는 과목이 따로 있었음. 영어1은 뭐 일반 영어수업이랑 똑같고, 영어2는 다른 영어선생님 오셔서 영화틀어주거나 뭐 노래틀어주거나 노는 분위기였는데 우리반은 달랐음. 은갈치가 뭐 교육열에 불타올라서 1학년때부터 이런건 기본적으로 알아야 한다 하고 첫 컨텐츠로 암기시킨게 있는데 https://youtu.be/qp1E6GPBlug 게티스버그 연설문 암기시킴. ㅋㅋㅋㅋㅋㅋ 한 반에 28명 하던 시절인데 1트로 외운애들 아무도 없고 못외우니까 은갈치 개빡쳐서 니들 공부하려는 노력이 없다고 영어수업실? 거기서 플라스틱 빗자루로 애들 ㅈㄴ팼다. 그러고 통과 못한애들 그때 은갈치가 3학년 담임할땐데 3학년 교무실 앞에 일렬로 세워놓고 통과할때까지 자습도 못하게했음. 그래서 그때 그거 외운새끼들 어지간하면 지금도 외울걸? 일단 난 외움. 그러고나서 버틀러라는 최초 대통령 흑인집사영화 있는데 그거로 감상문쓰게하고 거진 1달반동안(일주일에 한번수업함) 28명 전원 발표시킴. 그래놓고 내용 맘에 안들면 앞에서 아령 대충 5kg짜리인가? 기억은 안나는데 이거 니네한테 던져버린다 이지랄하면서 빠꾸시킴. 그 다음에 뭐 영화는 니들이 이렇게 노력을 안하니까 그냥 책이나 읽자고 애들한테 영어 원문으로 된 책 한권씩 추천하라고했는데 부반장 ㅅㅂ새끼가 당시 아마존 판매 1등이라는 책 이거 쳐들고와서 바이럴해서 애들 이거 싹다 영어 원문으로 강매하고 읽음. 근데 ㅋㅋ 이게 의사가 암걸려서 죽을때까지 든 생각? 그런거 하면서 자기가 살아온 과정, 이런거 쓴 일대기인데 의사라서 의학용어 ㅈㄴ튀어나오는데 이거 영어사전 찾아봐도 안나오고 페이지도 무슨 3-400페이지 이지랄이라 진짜 부반장 찢어버린다 이지랄하면서 꾸역꾸역 읽음. 그런데 은갈치는 본인은 한페이지도 안읽고 애들한테 한문단씩 낭독-해설 반복시켰는데 이때 낭독이 시원찮거나 해설 제대로 못하면 욕 존나했음. 진짜 최악의 선생임. 뭐 그거말고 기억나는 선생님은 윤ㅇㄱ, 안영근쌤, 정수진선생님(당시 음악),전혜연선생님(당시 생명, 과학)강ㅅㅈ, 김구식선생님(지구과학), 이인경쌤정도 있는데 선생님썰은 뭐 위에가 압도적이라 생략함. 3. SINO부 Seil International Novel Organization 부 라는 자율동아리를 1학년애들끼리 만든적이 있음. 얘네 톡방이 2개로 나뉘었는데 하나는 라노벨 텍본공유방이랑 나머지 하나가 야ㅉ방이였는데 여기 동아리원애중 한명이 부모님한테 야ㅉ방을 걸림. 그래서 학교에 전화오고 김현민선생님 김ㅎㅅ, 강ㅅㅈ, 윤ㅇㄱ이랑 5자대면이였나? 윤ㅇㄱ없이 4자대면이였나? 해서 핸드폰 실시간검열당할 위기에 처했는데 거기 동아리부장애였나가 걸리기 1분?전인가에 야ㅉ방 폭파시켜서 살아남은 적 있다. 4. 딸재빈 딸재빈이 나 1학년때 나왔던걸로 기억함. 기억은 잘 안나는데 생명과학실에서 야동보다가 고3선배중 한명이 그거 보고 들어와서 어? 선생님 저랑 같은 사이트 쓰시네요? ㅇㅈㄹ해서 그걸로 소문 쫙퍼졌었음. 그러고 나 고3때 교장하는데 진짜 세상 부조리해보이더라 ㅋㅋ 5. 9반 소화기 폭파사건 그때 9반 담임이 강ㅅㅈ이였는데, 뭐 9반애 누구랑 강ㅅㅈ이랑 싸우다가였나? 뭐 하다가 9반 옆에 붙어있던 소화기를 어떤새기가 ㅈㄴ쎄게 던져서 터진적 있음. 그래서 앞에 10반까지 피해입고 강ㅅㅈ이 개지랄해서 쓸고 닦고 지랄한 적 있음. 이거 터진거랑 강ㅅㅈ이 지랄해서 쓸고 닦는건 직관했는데 뭐하다가 터진건지가 기억이 모호함. 아는놈 있으면 댓글써줘 일단 당장 기억나고 썰풀거리정도는 이정도 되는듯? 나머지 질문할거 있으면 댓 ㄱ",이재빈 (155.230) 2025.08.15 12:08:03 스크랩 조회 1050 추천 20 댓글 4,20,1050,2025.08.15 12:08:03,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=6276&page=2
2,6275,[일반],두발자율화 되기 전에 머리 몇미리로 밀어야 됐었음?,ㅈㄱㄴ 선배님들 알려줘,이재빈 (211.226) 2025.08.13 13:48:29 스크랩 조회 264 추천 1 댓글 4,1,264,2025.08.13 13:48:29,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=6275&page=2
2,6274,[일반],1학년 1학기 후기,시발 전학가고싶다ㅠㅠㅠㅠㅠㅠ,이재빈 (1.216) 2025.08.10 14:57:13 스크랩 조회 670 추천 12 댓글 3,12,670,2025.08.10 14:57:13,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=6274&page=2
2,6273,[일반],사탐런 질문,"응애 사탐런 준비하려고 하는데 추천좀 하나는 사문을 확정했는데, 다른거 뭐 할지 모르겠음. 그래서 다른거 뭐 할지 추천좀 글고 사문.. 찾아보니까 윤성훈이 좋다 임정환이 좋다 그러는데 뭐가 더 좋아요?",이재빈 (58.238) 2025.08.10 10:55:04 스크랩 조회 268 추천 1 댓글 2,1,268,2025.08.10 10:55:04,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=6273&page=2
2,6268,[일반],이재은 목욕탕에서 마주치면 뭐라 할지 궁금하다,이재은이 알아보면 그 뒤에 멘트들 ㅈㄴ 자극적일 듯,ㅇㅇ (175.118) 2025.08.05 22:26:34 스크랩 조회 574 추천 3 댓글 3,3,574,2025.08.05 22:26:34,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=6268&page=2
2,6262,[일반],듀ㅓㅓ,.ㅌㅌ,이재빈 (182.209) 2025.08.05 17:20:16 스크랩 조회 116 추천 0 댓글 0,0,116,2025.08.05 17:20:16,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=6262&page=2
2,6254,[일반],세일고 학생들아 아직도 선생들이 뒤통수 때리냐?,10년이 지나도 시발 트라우마인데 그 새끼 잘 지내냐? 불행했음 좋겠다,ㅇㅇ (121.125) 2025.08.03 00:10:11 스크랩 조회 764 추천 10 댓글 2,10,764,2025.08.03 00:10:11,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=6254&page=2
2,6252,[일반],나 만약 학교가서 멘토어쩌고할때 아는척해주면,먹을거사줄게,ㅇㅇ (39.127) 2025.07.30 01:59:38 스크랩 조회 309 추천 0 댓글 1,0,309,2025.07.30 01:59:38,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=6252&page=2
2,6249,[일반],ㅎㅇㅎㅇ,ㅎㅇ,ㅇㅇ (211.234) 2025.07.27 22:14:37 스크랩 조회 192 추천 1 댓글 1,1,192,2025.07.27 22:14:37,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=6249&page=2
2,6246,[일반],졸업한지 20년된 졸업생인데,요즘에는 몽둥이로 패고 그런건 없죠? 불알잡고 흔들던 선생님 마대자루로 허벅지 찜질하던 선생님 승질난다고 학생물건 창밖으로 던지고 나가서 찾아오라고 하던 여선생님 잘들 계실까 모르겠네요.,이재빈 (125.180) 2025.07.19 18:02:34 스크랩 조회 448 추천 5 댓글 2,5,448,2025.07.19 18:02:34,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=6246&page=2
2,6244,[일반],밑에뭐야,궁금해,이재빈 (211.235) 2025.07.17 18:41:04 스크랩 조회 225 추천 0 댓글 1,0,225,2025.07.17 18:41:04,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=6244&page=2
2,6242,[일반],주딱!,,이재빈 (106.101) 2025.07.17 08:47:29 조회 239 추천 0 댓글 1,0,239,2025.07.17 08:47:29,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=6242&page=2
2,6240,[일반],[스샷] 4대천왕 관련 정확한 썰. 소름 돋았다,이거 누가 썼음? 소름 돋았다 나랑 비슷한 시기에 다녔네 ㄹㅇ 저 새끼들 지금이면 다 깜빵갔음 4대천왕 말고도 정신병자들 많았음 참고로 글에 나온 꼭지 꼬집던 여자가 싸대기도 때렸던 여자임 교탁부터 사물함까지 싸대기 때리면서 밀쳐내는걸 자랑이랍시고 떠들고 다녔음 시대를 감안해도 유일하게 년놈들 갖다 붙일 수 있는 선생들임 초중고 생활 중 유일하게 세일고만 저 지랄 났었음,ㅇㅇ (180.70) 2025.07.16 16:17:15 스크랩 조회 1301 추천 46 댓글 1,46,1301,2025.07.16 16:17:15,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=6240&page=2
2,6238,[일반],우왓...,"동성애자는 아닙니다만, 항문자위를 즐기는 편인데 절정 직전에 장액이 쏟아져 나왔네요. 신호도 없이.. 더욱이, 계란탕의 계란같은 희고 누런 건더기들이.. ㅡㅅㅡa; 몽글몽글. 아무 맛 없이 미끌거릴 뿐인 걸 보면 분명 배설물은 아닙니다만.. 뭐어, 각설. 벌써 해가 중천입니다. 식사는 하셨는지요.",이재빈 (211.200) 2025.07.14 13:38:51 스크랩 조회 510 추천 46 댓글 1,46,510,2025.07.14 13:38:51,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=6238&page=2
2,6225,[일반],황인수쌤,진짜 존나 사랑한다 이분덕에 1학년 알차게보냄,루거 2025.07.04 23:08:32 스크랩 조회 548 추천 1 댓글 4,1,548,2025.07.04 23:08:32,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=6225&page=2
2,6223,[일반],개명성형하는건 애들에게 말하지말고 오히려 비밀로해야하는거 아닌가?,나07년에 세일고졸업하고 심심할때 여기 가끔오는 선배인데 개명하고성형할려는목적이 과거 세탁할려는거라면 왜 여기에 지랄하는거임? 아니 애들한테 말하지말고 조용히 아무도모르게 해야하는거아님?,이재빈 (125.133) 2025.07.04 21:00:11 스크랩 조회 267 추천 0 댓글 2,0,267,2025.07.04 21:00:11,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=6223&page=2
2,6209,[일반],오늘의 자장가,https://youtu.be/vjVkXlxsO8Q,이재빈 (106.101) 2025.07.01 00:11:31 스크랩 조회 143 추천 0 댓글 0,0,143,2025.07.01 00:11:31,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=6209&page=2
2,6202,[일반],베텔기우스 듣다 자야지,https://youtu.be/bkVp-B-wDH4,이재빈 (106.101) 2025.06.28 23:32:30 스크랩 조회 194 추천 3 댓글 1,3,194,2025.06.28 23:32:30,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=6202&page=2
2,6184,[일반],부평고 vs 세일고,누가 더 한남스럽노? 누가 더 공부 잘하노?,이재빈 (211.200) 2025.06.25 13:14:17 스크랩 조회 671 추천 1 댓글 2,1,671,2025.06.25 13:14:17,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=6184&page=2
2,6183,[일반],개추 8월안에 100개되면 우리반 맘스터치 세트뿌린다 ㄹㅇ로,아 어느반인지는 100개되고 알려준다고 ㅋㅋㅋㅋㅋㅋ,이재빈 (182.220) 2025.06.23 17:33:02 스크랩 조회 468 추천 105 댓글 1,105,468,2025.06.23 17:33:02,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=6183&page=2
2,6179,[일반],오늘부터 정부에서 카카오톡 검열 시작한덴다,하......... 세붕이들은 카톡 조심히써,이재빈 (182.209) 2025.06.16 00:46:42 스크랩 조회 395 추천 8 댓글 2,8,395,2025.06.16 00:46:42,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=6179&page=2
2,6176,[일반],공부 안해도 된다,"우리는 이미 ""인생""이라는 과목을 공부하는 학생이다.",이재빈 (106.101) 2025.06.12 20:08:51 스크랩 조회 318 추천 1 댓글 0,1,318,2025.06.12 20:08:51,https://gall.dcinside.com/mini/board/view/?id=seilhs&no=6176&page=2
