페이지,게시글번호,말머리,제목,내용,글쓴이,추천수,조회수,날짜,링크
1,2021,,수험표 배부 몇시냐?,ㅈㄱㄴ - dc official App,학갤러 (1.253) 2025.11.12 08:21:47 스크랩 조회 116 추천 0 댓글 0,0,116,2025.11.12 08:21:47,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=2021&page=1
1,2015,,학성고 95년생 이채석,개쓰레기임 상종하면 안됨 중구사는 치킨돼지년 절대 상종하지마라 손익존나따지는놈임,ㅇㅇ (39.7) 2025.09.08 16:37:20 스크랩 조회 214 추천 1 댓글 0,1,214,2025.09.08 16:37:20,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=2015&page=1
1,2014,,교장 목 비틀어버리고싶노,땡볕에 앉혀높고 꼰대질만 존나하네 노인들은 좀 빨리 은퇴해줬으면,PierreGasly 2025.09.05 15:00:00 스크랩 조회 428 추천 4 댓글 1,4,428,2025.09.05 15:00:00,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=2014&page=1
1,2011,,내목소리어떰,,학갤러 (223.39) 2025.07.22 23:31:25 스크랩 조회 458 추천 4 댓글 2,4,458,2025.07.22 23:31:25,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=2011&page=1
1,2010,,내 여친 얼공함,내 여친,학갤러 (58.239) 2025.07.09 08:27:55 스크랩 조회 360 추천 0 댓글 0,0,360,2025.07.09 08:27:55,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=2010&page=1
1,2009,,울산시 인권증진 기본계획 설문조사(600명 추첨 쿠폰),"<제3차 울산광역시 인권증진 기본계획 수립을 위한 시민 설문조사 참여 안내> * 5년 주기로 실시되는 '울산광역시 인권증진 기본계획'이 금년(2025년) 종료되어 향후 5년간 지속될 새로운 인권증진 기본계획 수립에 앞서 시민여러분의 직장 또는 학교, 일상에서의 인권침해나 차별경험 및 울산시 차원에서 필요한 지원정책 등에 대해 여쭙고자 하오니 시민분들의 의견이 적극 반영된 실효성 있는 인권정책 수립을 위해 부디 귀한 시간 잠시만 내어주셔서 참여 부탁드립니다 * - 대상 : 17세 이상(고등학생 이상) 울산시민 누구나 600명 이상 - 기간 : 2025.7.31까지 - 혜택 : 추첨을 통해 600명 한정 음료쿠폰 증정(9월 중) - 문의 : 070-****-7707 - 참여방법 : 아래 QR코드를 휴대폰 카메라 어플에서 실행 후 접속하여 참여 또는 댓글의 링크 클릭 중요한 사안이니 반드시 1인 1회만 참여 부탁드립니다. (여러 휴대전화번호로 중복참여 불가) 무더운 여름 건강 유의하시고 늘 행복한 하루하루 보내시길 바랍니다. 감사합니다. ^^",ㅇㅇ (110.15) 2025.07.08 07:42:52 스크랩 조회 213 추천 0 댓글 1,0,213,2025.07.08 07:42:52,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=2009&page=1
1,2008,,손흥민 3행시,손 치워..!!! 흥으응.. 흥분되잖아..거기 민감하다고.... . . . . . .,ㅇㅇ (223.39) 2025.06.17 23:58:50 스크랩 조회 275 추천 3 댓글 2,3,275,2025.06.17 23:58:50,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=2008&page=1
1,2007,,누구고름? 테일러 스위프트 vs 윈터,- dc official App,디바 (59.28) 2025.06.03 12:02:00 스크랩 조회 224 추천 0 댓글 1,0,224,2025.06.03 12:02:00,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=2007&page=1
1,2006,,주짓수가 대단한게 키작남이 알파메일 이기는 무술임,못생기고 운동신경 없는 163 56 모솔찐따가 1년 배워서 잘생기고 운동신경 좋아서 축구 농구 피구 다 잘하고 친구 많고 연애 경험 많은 183 80 알파메일을 이기게 해준다는 거임 ㄷ 우선 알파메일이 코웃음 치면서 찐따를 밀치면서 넘어뜨림. 그럼 찐따는 바로 싱글엑스 가드 잡아서 넘어뜨리고 레그락 잡고 앵클락으로 전환 알파메일 비명 지르면서 살려달라고 고래고래 소리침. 찐따는 아랑곳하지 않고 발목 아작냄. 알파메일이 일어서지 못하는 상태에서 파운딩 마무리 항복 엔딩 또는 찐따가 넘어졌을 때 엑스 가드 잡고 컨트롤 바로 스윕해서 사이드포지션or마운트로 넘어가거나 백으로 전환할 수도 있음. 마운트에서는 키락 or 암바로 팔 아작내기 또는 에제키엘 초크 잡아서 알파메일 켁켁 살려주세요 가능 사이드포지션에선 키락 or 기무라로 팔 아작내기 가능 또는 암트라이앵글로 기절시키기 또는 백으로 전환 백에서는 리어네어키드 초크로 기절시키기 또는 바디락 잠구고 알파메일 가지고 놀듯이 할 수도 있다 백에서 파운딩 치면서,늡붕이 (39.127) 2025.06.02 01:28:54 스크랩 조회 156 추천 1 댓글 1,1,156,2025.06.02 01:28:54,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=2006&page=1
1,2001,,학고는 좆반고아님?,울산에서만 알아봐주잖아,학갤러 (223.39) 2025.03.04 00:08:09 스크랩 조회 930 추천 9 댓글 4,9,930,2025.03.04 00:08:09,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=2001&page=1
1,1997,,교장쌤 비하,교장쌤 비하하시는 이유가 뭔가요? 진짜 ㄹㅇ 궁금해서 그렇습니다.,인생... 2024.12.20 11:54:31 스크랩 조회 604 추천 0 댓글 3,0,604,2024.12.20 11:54:31,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1997&page=1
1,1995,,좋아하는 쌤 누구임,ㅇㅇ,학갤러 (223.39) 2024.12.06 00:59:50 스크랩 조회 570 추천 1 댓글 1,1,570,2024.12.06 00:59:50,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1995&page=1
1,1994,,대현고에서 왔습니다.,여기 학생들 수준 어떤가요?,학갤러 (118.235) 2024.11.28 22:58:18 스크랩 조회 482 추천 4 댓글 1,4,482,2024.11.28 22:58:18,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1994&page=1
1,1993,,ㅈㄱ탁 아직 있음?,국어 선생인데,학갤러 (1.227) 2024.11.13 20:23:24 스크랩 조회 556 추천 1 댓글 3,1,556,2024.11.13 20:23:24,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1993&page=1
1,1992,,재수없어라,ㅇ,벨튀 2024.11.13 10:08:22 스크랩 조회 329 추천 0 댓글 0,0,329,2024.11.13 10:08:22,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1992&page=1
1,1990,,수능 화이팅하자,ㅂㅅㄱ은 나가고,학성고 2024.11.13 09:47:39 스크랩 조회 204 추천 1 댓글 1,1,204,2024.11.13 09:47:39,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1990&page=1
1,1989,,ㅂㅅㄱ 교장 퇴직 기원 19일차,학생들한테 막말하고 교사들한테도 갑질하는 교장은 나가라,학성고 2024.11.11 06:47:11 스크랩 조회 217 추천 1 댓글 0,1,217,2024.11.11 06:47:11,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1989&page=1
1,1988,,ㅂㅅㄱ 교장 퇴직 기원 18일차,학생들한테 막말하고 교사들한테도 갑질하는 교장은 나가라,학성고 2024.11.10 08:33:36 스크랩 조회 101 추천 2 댓글 0,2,101,2024.11.10 08:33:36,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1988&page=1
1,1986,,ㅂㅅㄱ 교장 퇴직 기원 17일차,학생들한테 막말하고 교사들한테도 갑질하는 교장은 나가라,학성고 2024.11.09 20:23:24 스크랩 조회 86 추천 1 댓글 0,1,86,2024.11.09 20:23:24,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1986&page=1
1,1985,,대현고에서 구제 왔습니다,교장이 얼마나 막장인지 모르겠지만 퇴직 기원하겠습니다.,ㅇㅇ (223.39) 2024.11.09 19:18:49 스크랩 조회 284 추천 3 댓글 1,3,284,2024.11.09 19:18:49,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1985&page=1
1,1984,,ㅂㅅㄱ 교장 퇴직 기원 16일차,학생들한테 막말하고 교사들한테도 갑질하는 교장은 나가라,학성고 2024.11.08 15:36:34 스크랩 조회 78 추천 1 댓글 0,1,78,2024.11.08 15:36:34,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1984&page=1
1,1983,,ㅂㅅㄱ 교장 퇴직 기원 15일차,학생들한테 막말하고 교사들한테도 갑질하는 교장은 나가라,학성고 2024.11.07 06:39:01 스크랩 조회 61 추천 3 댓글 0,3,61,2024.11.07 06:39:01,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1983&page=1
1,1981,,ㅂㅅㄱ 교장 퇴직 기원 14일차,학생들한테 막말하고 교사들한테도 갑질하는 교장은 나가라,학성고 2024.11.06 06:38:18 스크랩 조회 218 추천 5 댓글 1,5,218,2024.11.06 06:38:18,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1981&page=1
1,1980,,수능까지 9일,"이제 수능까지 9일 남았네 그동안 진짜 고생 많았고, 수능까지 마무리 잘하길 바람 남은 기간엔 딱 필요한 것만 챙기면서 무리하지 말고 페이스 잘 유지하자고. 시험 날엔 긴장하지 말고 여유 있게 풀다 보면 평소 실력 다 나올 거임. 끝까지 화이팅하고, 좋은 결과 있길",학성고 2024.11.05 08:35:20 스크랩 조회 185 추천 4 댓글 1,4,185,2024.11.05 08:35:20,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1980&page=1
1,1979,,ㅂㅅㄱ 교장 퇴직 기원 13일차,학생들한테 막말하고 교사들한테도 갑질하는 교장은 나가라,학성고 2024.11.05 08:28:33 스크랩 조회 96 추천 5 댓글 0,5,96,2024.11.05 08:28:33,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1979&page=1
1,1978,,ㅂㅅㄱ 교장 퇴직 기원 12일차,학생들한테 막말하고 교사들한테도 갑질하는 교장은 나가라,학성고 2024.11.03 12:05:21 스크랩 조회 73 추천 5 댓글 0,5,73,2024.11.03 12:05:21,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1978&page=1
1,1977,,ㅂㅅㄱ 교장 퇴직 기원 11일차,학생들한테 막말하고 교사들한테도 갑질하는 교장은 나가라,학성고 2024.10.31 17:02:12 스크랩 조회 69 추천 5 댓글 0,5,69,2024.10.31 17:02:12,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1977&page=1
1,1976,,ㅂㅅㄱ 교장 퇴직 기원 10일차,학생들한테 막말하고 교사들한테도 갑질하는 교장은 나가라,학성고 2024.10.30 06:45:24 스크랩 조회 73 추천 6 댓글 0,6,73,2024.10.30 06:45:24,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1976&page=1
1,1974,,ㅂㅅㄱ 교장 퇴직 기원 9일차,학생들한테 막말하고 교사들한테도 갑질하는 교장은 나가라,학성고 2024.10.29 10:45:11 스크랩 조회 66 추천 5 댓글 0,5,66,2024.10.29 10:45:11,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1974&page=1
1,1972,,ㅂㅅㄱ 교장 퇴직 기원 8일차,학생들한테 막말하고 교사들한테도 갑질하는 교장은 나가라,학성고 2024.10.28 06:40:48 스크랩 조회 86 추천 7 댓글 0,7,86,2024.10.28 06:40:48,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1972&page=1
1,1971,,ㅂㅅㄱ 교장 퇴직 기원 7일차,학생들한테 막말하고 교사들한테도 갑질하는 교장은 나가라,학성고 2024.10.27 08:30:26 스크랩 조회 64 추천 7 댓글 0,7,64,2024.10.27 08:30:26,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1971&page=1
1,1970,,ㅂㅅㄱ 교장 퇴직 기원 6일차,학생들한테 막말하고 교사들한테도 갑질하는 교장은 나가라,학성고 2024.10.26 08:05:22 스크랩 조회 56 추천 7 댓글 0,7,56,2024.10.26 08:05:22,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1970&page=1
1,1969,,ㅂㅅㄱ 교장 퇴직 기원 5일차,학생들한테 막말하고 교사들한테도 갑질하는 교장은 나가라,학성고 2024.10.25 06:59:53 스크랩 조회 76 추천 7 댓글 0,7,76,2024.10.25 06:59:53,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1969&page=1
1,1967,,ㅂㅅㄱ 교장 퇴직 기원 4일차,학생들한테 막말하고 교사들한테도 갑질하는 교장은 나가라,학성고 2024.10.24 06:43:22 스크랩 조회 78 추천 7 댓글 0,7,78,2024.10.24 06:43:22,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1967&page=1
1,1965,,ㅂㅅㄱ 교장 퇴직 기원 3일차,학생들한테 막말하고 교사들한테도 갑질하는 교장은 나가라,학성고 2024.10.23 06:40:07 스크랩 조회 70 추천 7 댓글 0,7,70,2024.10.23 06:40:07,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1965&page=1
1,1964,,ㅂㅅㄱ 교장 퇴직 기원 2일차,학생들한테 막말하고 교사들한테도 갑질하는 교장은 나가라,학성고 2024.10.22 06:36:38 스크랩 조회 100 추천 10 댓글 0,10,100,2024.10.22 06:36:38,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1964&page=1
1,1963,,ㅂㅅㄱ 교장 퇴직 기원 1일차,학생들한테 막말하고 교사들한테도 갑질하는 교장은 나가라,학성고 2024.10.21 15:14:33 스크랩 조회 181 추천 11 댓글 0,11,181,2024.10.21 15:14:33,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1963&page=1
2,1961,,ㅅㅎㅅ,ㅗ,학갤러 (211.219) 2024.10.07 13:30:15 스크랩 조회 259 추천 3 댓글 1,3,259,2024.10.07 13:30:15,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1961&page=2
2,1959,,집가고싶다,유격싫어,ㅇㅇ (223.38) 2024.09.24 20:11:05 스크랩 조회 105 추천 0 댓글 0,0,105,2024.09.24 20:11:05,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1959&page=2
2,1958,,ㅅㅁ아 보고싶다...,너가 없는 하루는 너무 외로워... 너가 없는 하루는 너무 힘들어... 너가 없는 하루는 버티지 못하겠어... 너가 보고싶다 ㅅㅁ아....,학갤러 (14.43) 2024.09.19 12:19:02 스크랩 조회 355 추천 3 댓글 0,3,355,2024.09.19 12:19:02,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1958&page=2
2,1957,,윤-하 좋아하는 애들아,사건의 지평선이 있던 앨범에 이어 윤-하 7집 앨범이 2024년 9월 1일 오후 6시에 발매돼. 알람맞춰놔. - dc official App,윤하팬입니다 2024.08.20 11:36:18 스크랩 조회 313 추천 0 댓글 1,0,313,2024.08.20 11:36:18,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1957&page=2
2,1954,,농 ㅋㅋ,누오오옹,ㅇㅇ (211.205) 2024.07.17 21:59:12 스크랩 조회 598 추천 8 댓글 1,8,598,2024.07.17 21:59:12,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1954&page=2
2,1953,,완장 뺏어볼까,몇달쨰 부재중인데 고닉 하나파서 주딱뺏기 가능?,학갤러 (14.43) 2024.07.17 14:15:08 스크랩 조회 225 추천 2 댓글 0,2,225,2024.07.17 14:15:08,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1953&page=2
2,1952,,시험끝나서 싱글벙글한 학붕이면 개추ㅋㅋ,근데 시험조져서 ㅈ된 학붕이면 비추...,학갤러 (211.203) 2024.07.05 22:56:55 스크랩 조회 208 추천 3 댓글 0,3,208,2024.07.05 22:56:55,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1952&page=2
2,1951,,국어 시험 어려웠던 이유가,“어떤 얘”가 2등급이라서 그럼 ㅇㅇ 누군지는 안 말해도 알거라 생각함,학갤러 (211.219) 2024.07.05 14:26:08 스크랩 조회 492 추천 6 댓글 1,6,492,2024.07.05 14:26:08,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1951&page=2
2,1950,,이 시대의 참된 애국자,석열이가문재인걸이재명확히안철수,민식이 (118.47) 2024.07.04 23:57:43 스크랩 조회 463 추천 6 댓글 2,6,463,2024.07.04 23:57:43,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1950&page=2
2,1949,,6월 30일자 필독),님아 시험전날에 디씨질 쳐하지 말고 이런글 클릭할 시간에 앉아서 공부나 하세요,학갤러 (211.203) 2024.06.30 17:51:33 스크랩 조회 165 추천 1 댓글 0,1,165,2024.06.30 17:51:33,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1949&page=2
2,1948,,1학년 정보시간,솔직히 ㅈ도 쓸모 없는거 씹 줌마련이 ㅈ같이 수업하는걸 주 3시간이나 들어야 되는게 이해 안됨;; 정보 수행평가 평균 50점대인게 ㅅㅂㅋㅋ,학갤러 (14.43) 2024.06.26 08:54:03 스크랩 조회 738 추천 18 댓글 7,18,738,2024.06.26 08:54:03,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1948&page=2
2,1947,,대현고에서 왔습니다.,한 번씩 놀러 와주세요,대현고 2024.06.21 14:52:09 스크랩 조회 318 추천 2 댓글 0,2,318,2024.06.21 14:52:09,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1947&page=2
2,1946,,학성고 갤러리 부흥운동,모두가 하루에 한번씩 교장욕을 하면 갤이 활발해지지 않을까?,학갤러 (211.203) 2024.06.21 00:33:14 스크랩 조회 322 추천 7 댓글 1,7,322,2024.06.21 00:33:14,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1946&page=2
2,1945,,나 순길인데,디시에 내 욕 좀 하지마라,학갤러 (14.43) 2024.06.20 14:41:08 스크랩 조회 251 추천 1 댓글 2,1,251,2024.06.20 14:41:08,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1945&page=2
2,1944,,본인 울산 최고명문고 대현고인데,학갤 수준 개떨어지네 ㅋㅋ,학갤러 (14.43) 2024.06.20 13:23:12 스크랩 조회 511 추천 3 댓글 3,3,511,2024.06.20 13:23:12,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1944&page=2
2,1943,,학성공고 교장새끼 근황,새로온 새끼마저 선택과목들 선택 제한하려고 지랄하는거 보면 ㄹㅇ 학성공고다.,학갤러 (14.43) 2024.05.31 11:49:48 스크랩 조회 689 추천 7 댓글 1,7,689,2024.05.31 11:49:48,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1943&page=2
2,1941,,니지카,ㅇㅇ,ㅇㅇ (211.203) 2024.05.27 22:22:27 스크랩 조회 428 추천 16 댓글 3,16,428,2024.05.27 22:22:27,https://gall.dcinside.com/mgallery/board/view/?id=hshs&no=1941&page=2
