페이지,게시글번호,말머리,제목,내용,글쓴이,추천수,조회수,날짜,링크
5,1762,,김태영 다니는애들,만족도 어떰?,중갤러 (211.104) 2025.06.18 23:34:29 스크랩 조회 607 추천 1 댓글 5,1,607,2025.06.18 23:34:29,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1762&page=5
5,1761,,학교쌤들 단체사진,,중갤러 (14.138) 2025.06.18 00:03:40 스크랩 조회 1726 추천 18 댓글 6,18,1726,2025.06.18 00:03:40,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1761&page=5
5,1759,,축구가 팝보다 위인건 메날두 시대와서 그런거아니냐,2000년대 까지는 팝스타가 축구선수보다 잘나갔던 시절아님? 지단 호나우두 호나우지뉴 vs 비욘세 에미넴 브리트니 그 당시에 누가 더 유명했음? - dc official App,디바 (59.28) 2025.06.15 08:51:37 스크랩 조회 256 추천 0 댓글 2,0,256,2025.06.15 08:51:37,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1759&page=5
5,1758,,공짜 수학 질문방,🔼고등수학관 : 고등수학 질문/자료 www.bong.today 여기 카톡방 수학선생님들 있는 톡방인데 학원강사 1년차라고 하면서 수학문제 질문하면 세상에서 가장 자세하고 친절하게 계속 설명해준다 프사 상태명만 신경써서 들어가라,중갤러 (175.208) 2025.06.15 01:30:59 스크랩 조회 339 추천 2 댓글 1,2,339,2025.06.15 01:30:59,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1758&page=5
5,1757,,6모 잘봤냐 게이들아,갤 망하겠다 다들 하루 1게시물 쓰기 실천해라 - dc App,중갤러 (106.101) 2025.06.14 04:31:55 스크랩 조회 778 추천 15 댓글 10,15,778,2025.06.14 04:31:55,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1757&page=5
5,1755,,장세희 수업 들을 때마다 혈압오르면 개추,씨발,ㅇㅇ (115.138) 2025.06.12 22:24:46 스크랩 조회 643 추천 8 댓글 2,8,643,2025.06.12 22:24:46,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1755&page=5
5,1754,,학교쌤 티어,얼굴 성격 합하면 남녀각각 1티어 누구라고 생각?,중갤러 (183.98) 2025.06.10 01:00:23 스크랩 조회 2373 추천 51 댓글 22,51,2373,2025.06.10 01:00:23,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1754&page=5
5,1752,,중산 홈피 박제,중산 홈피에 박제된 본인 ㅠ,스프리거어어어언 (221.138) 2025.06.03 20:21:11 스크랩 조회 690 추천 1 댓글 2,1,690,2025.06.03 20:21:11,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1752&page=5
5,1751,,골프연습장의괴담,(맨들맨들한 골프공을 꺼내며)자...♡자세를 잘 잡도록 해...♡ 어드레스... 하나... 둘!♡ (신음소리) 자 이제 풀스윙으로 간다...♡,골프연습장 (223.38) 2025.06.01 17:12:25 스크랩 조회 985 추천 26 댓글 4,26,985,2025.06.01 17:12:25,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1751&page=5
5,1750,,일원역 버정,학교끝나고 일원역 버정으로 가면 가끔 401번인가 402번타는 핑크머리 여학생 앎? 로봇고인거같은데,중갤러 (211.234) 2025.05.28 15:37:23 스크랩 조회 646 추천 1 댓글 3,1,646,2025.05.28 15:37:23,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1750&page=5
5,1749,,중산고 왜 모의고사날 자체시간표 함?,누구 머리에서 나온 생각이냐,중갤러 (61.98) 2025.05.28 15:04:59 스크랩 조회 595 추천 2 댓글 5,2,595,2025.05.28 15:04:59,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1749&page=5
5,1748,,뒷반 영어쌤 어떰?,.,중갤러 (211.104) 2025.05.27 23:52:01 스크랩 조회 417 추천 0 댓글 1,0,417,2025.05.27 23:52:01,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1748&page=5
5,1746,,이번 중산 현역들 (07) 상태 어떻냐,"애들 수학은 05,06에 비해 잘함? 국어가 많이 딸린다고 들었는데...",중갤러 (115.138) 2025.05.23 22:58:06 스크랩 조회 1135 추천 20 댓글 7,20,1135,2025.05.23 22:58:06,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1746&page=5
5,1745,,혹시 06에서 수학 짱먹었던 친구 이름 아는 사람 있음?,기억이 가물가물하네,ㅇㅇ (220.65) 2025.05.23 22:43:44 스크랩 조회 651 추천 0 댓글 8,0,651,2025.05.23 22:43:44,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1745&page=5
5,1740,,과학학원 추천좀,1학년,중갤러 (106.101) 2025.05.23 14:47:13 스크랩 조회 469 추천 0 댓글 6,0,469,2025.05.23 14:47:13,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1740&page=5
5,1739,,5등급제,고대 정도 가려면 얼마정도?,중갤러 (106.101) 2025.05.21 22:49:03 스크랩 조회 453 추천 1 댓글 5,1,453,2025.05.21 22:49:03,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1739&page=5
5,1737,,09짱 누구냐,없으면 내가 먹을께,중갤러1 (1.233) 2025.05.20 00:02:16 스크랩 조회 768 추천 0 댓글 7,0,768,2025.05.20 00:02:16,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1737&page=5
5,1736,,어이 서울중산고 밥들아 한마디한다,인천 중산고 대표로 또다시 돌아왔다 너희 작년에 한번 털리고 부들부들대서 우리갤로 우르르 몰려온거 보니깐 너흰 찐따밖에 없구나 불쌍하다 서울 중산고 ㅈ밥들아,이상준 (211.200) 2025.05.19 09:53:24 스크랩 조회 1240 추천 3 댓글 21,3,1240,2025.05.19 09:53:24,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1736&page=5
5,1735,,화학,ㅇㅅㅁ쌤 수업 어떠냐,중갤러 (222.112) 2025.05.17 20:51:47 스크랩 조회 470 추천 2 댓글 5,2,470,2025.05.17 20:51:47,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1735&page=5
5,1732,,졸업생인데,음악쌤 아직 4층교무실에 계신가요?,ㅇㅇ (211.234) 2025.05.14 17:04:49 스크랩 조회 453 추천 3 댓글 2,3,453,2025.05.14 17:04:49,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1732&page=5
5,1731,,중산고 자사랑 비교했을때 생기부 경쟁력 얼마나 있냐?,휘문이랑 중동이랑 비교했을때 얼마나 차이 나는지 궁금...,중갤러 (218.39) 2025.05.14 01:23:22 스크랩 조회 755 추천 1 댓글 2,1,755,2025.05.14 01:23:22,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1731&page=5
5,1730,,07 174 64 올텀이다,귀여운 파트너 찾아,중갤러 (211.169) 2025.05.13 14:06:46 스크랩 조회 373 추천 0 댓글 0,0,373,2025.05.13 14:06:46,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1730&page=5
5,1728,,학종,여기서 내신3 4등급대로 생기부 기깔나게 받으면 어느 대학까지 가능하냐(물론 우상향 그래프+특정 분야 집착 포함),중갤러 (218.39) 2025.05.13 00:37:35 스크랩 조회 338 추천 1 댓글 3,1,338,2025.05.13 00:37:35,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1728&page=5
5,1727,,09대왕민심평받음,07인데 대왕은 다 ㅈ박는 경향이 있던데 09대왕은 ㅁㅌㅊ냐,ㅇㅇ (121.166) 2025.05.13 00:07:30 스크랩 조회 411 추천 1 댓글 1,1,411,2025.05.13 00:07:30,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1727&page=5
5,1725,,여기서 내신 2.5면 어디감?,?,중갤러 (118.235) 2025.05.04 19:29:50 스크랩 조회 798 추천 2 댓글 4,2,798,2025.05.04 19:29:50,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1725&page=5
5,1724,,휘문vs중산vs중동,어느 학교 내신이 가장 어려움?,중갤러 (123.142) 2025.05.01 17:07:50 스크랩 조회 1012 추천 0 댓글 8,0,1012,2025.05.01 17:07:50,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1724&page=5
5,1722,,민홍기선생님,.,중갤러 (59.10) 2025.05.01 12:54:05 스크랩 조회 717 추천 2 댓글 0,2,717,2025.05.01 12:54:05,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1722&page=5
5,1721,,자랑스러워해라 중산인이여,근데 07이 유지할 수 있냐 이거,중갤러 (106.101) 2025.04.30 02:51:52 스크랩 조회 677 추천 5 댓글 1,5,677,2025.04.30 02:51:52,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1721&page=5
5,1720,,중동고에서 왔다,진심 누가 위냐,중갤러 (121.165) 2025.04.29 10:56:47 스크랩 조회 821 추천 6 댓글 3,6,821,2025.04.29 10:56:47,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1720&page=5
5,1719,,누가 더 유명함 올리비아 로드리고 홀란드,- dc official App,디바 (59.28) 2025.04.27 23:21:02 스크랩 조회 230 추천 1 댓글 1,1,230,2025.04.27 23:21:02,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1719&page=5
5,1718,,누가 더 유명함 에미넴 메시,- dc official App,디바 (59.28) 2025.04.27 23:17:55 스크랩 조회 191 추천 1 댓글 2,1,191,2025.04.27 23:17:55,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1718&page=5
5,1717,,낼 시험 보는데,몇번으로 찍을지 추천 쫌 3번이 정배인가 - dc official App,중갤러 (58.225) 2025.04.27 22:42:31 스크랩 조회 223 추천 3 댓글 0,3,223,2025.04.27 22:42:31,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1717&page=5
5,1716,,아마르티아센<<<<<ㄹㅇ애미뒤짐,ㄹㅇ,ㅇㅇ (211.243) 2025.04.26 22:46:59 스크랩 조회 209 추천 1 댓글 0,1,209,2025.04.26 22:46:59,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1716&page=5
5,1715,,등급컷 어디서봄?,ㅇㅇ,중갤러 (211.104) 2025.04.23 23:37:14 스크랩 조회 419 추천 1 댓글 3,1,419,2025.04.23 23:37:14,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1715&page=5
5,1714,,중붕이 화학 풀다 오열했다,,중갤러 (223.38) 2025.04.20 16:25:51 스크랩 조회 954 추천 19 댓글 2,19,954,2025.04.20 16:25:51,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1714&page=5
5,1712,,0809들 왜이렇케 귀엽냐,껴안아주고싶다 으흐흐흐흐히히히히히 후배님들아 일루와잇,ㅇㅇ (223.38) 2025.04.18 22:29:28 스크랩 조회 751 추천 8 댓글 2,8,751,2025.04.18 22:29:28,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1712&page=5
5,1711,,중간ㅈ된거같으면 개추,ㅅㅂ,중갤러 (211.234) 2025.04.18 18:49:04 스크랩 조회 635 추천 31 댓글 1,31,635,2025.04.18 18:49:04,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1711&page=5
5,1710,,발암막이 뭐임ㅅㅂ,원래 중산고등학교였다가 중산 떨어져서 고등학교 됬다가 등 됨,ㅇㅇ (14.63) 2025.04.17 20:01:16 스크랩 조회 436 추천 7 댓글 1,7,436,2025.04.17 20:01:16,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1710&page=5
5,1708,,이 학교는 대왕중 텃세가 심한가요?,일원동 외 지역인데 이쪽은 대왕중이 대부분인 것 같네요 타 지역서 오기에 홈텃세가 심한가용?,중갤러 (58.226) 2025.04.13 22:51:00 스크랩 조회 797 추천 3 댓글 5,3,797,2025.04.13 22:51:00,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1708&page=5
5,1707,,1학년 각반쌤들 어떠심?,ㅈㄱㄴ,중갤러 (211.104) 2025.04.13 07:37:37 스크랩 조회 717 추천 1 댓글 5,1,717,2025.04.13 07:37:37,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1707&page=5
5,1706,,08 09들 다 애미 뒤졌냐?,08 09 애새끼들 자꾸 급식도 3학년 사이에 몰래 낑겨 쳐먹으려 하고 학교에서 담배나 쳐피다 걸리고 08 ㅅㄲ들은 공부는 ㅈㄴ 못하면서 매점에서 3학년한테 쳐 대들고... 08 09 ㅅㄲ들은 다 가정교육 제대로 못받았냐? 급식은 좀 너네 시간에나 쳐먹어 ㅂㅅ들아,중갤러 (118.235) 2025.04.11 15:44:20 스크랩 조회 1419 추천 22 댓글 15,22,1419,2025.04.11 15:44:20,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1706&page=5
5,1705,,방금 매점에서 3학년한테 지랄한 ㅅㄲ 08 09중 누구임?,08 09 씹새들아 왜 3학년한테 대들고 ㅈㄹ이야 ㅈ만이들이 3학년 4반 앞에 와서 빌어라 씹새들아 다 패죽여준다,중갤러 (211.169) 2025.04.11 13:05:35 스크랩 조회 982 추천 12 댓글 2,12,982,2025.04.11 13:05:35,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1705&page=5
5,1704,,좋산원레이런거에오?,시험 범위 좋나 많고 프린트 좋나 많이 주고 시험 문제도 프린트에서만 내고 고2 내용 좆나 섞고 수학도 수업은 쉬운데 시험은 좆나 어렵고 으ㅐㄴ래그런거얘오?,중갤러 (39.7) 2025.04.10 22:34:06 스크랩 조회 476 추천 6 댓글 0,6,476,2025.04.10 22:34:06,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1704&page=5
5,1703,,신이룬쌤 몇살인거임,젊은쌤 중에 나이 제일 많다고 김승규쌤보다 8살이나 많다던데 ㄹㅇ임? 그렇게는 안보이는대,중갤러 (211.234) 2025.04.05 17:04:08 스크랩 조회 1364 추천 27 댓글 4,27,1364,2025.04.05 17:04:08,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1703&page=5
5,1702,,정시생,2학년 몇퍼 정도 되냐? 3학년도 한 30명 밖에 없을갓 같고...,중갤러 (175.209) 2025.04.04 15:17:48 스크랩 조회 447 추천 6 댓글 2,6,447,2025.04.04 15:17:48,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1702&page=5
5,1701,,휘문 중동 편입,고2때도 가능한거임? 가능하면 몇달인지 알려줘,중갤러 (110.70) 2025.04.03 07:37:29 스크랩 조회 543 추천 2 댓글 3,2,543,2025.04.03 07:37:29,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1701&page=5
5,1700,,09년생들도 디벗 받냐?,받으면 뭐 받냐? 아이패드 10세대? 아니면 크롬북 같은거?,중갤러 (218.239) 2025.04.02 23:52:15 스크랩 조회 497 추천 1 댓글 1,1,497,2025.04.02 23:52:15,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1700&page=5
5,1699,,애기들애 나틀딱인데,나도 중산고졸업생인데 반에서 14~15등했으면 대학어디 ㄱㄴ?,ㅇㅇ (211.234) 2025.04.02 19:45:43 스크랩 조회 416 추천 10 댓글 2,10,416,2025.04.02 19:45:43,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1699&page=5
5,1698,,고1인데 선발 정치외교반 했는데,과잠받나요??,중갤러1 (39.123) 2025.03.31 19:16:20 스크랩 조회 389 추천 1 댓글 2,1,389,2025.03.31 19:16:20,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1698&page=5
5,1697,,고2 수학 1학기 중간 등급컷 아는사람?,작년 재작년 ㅇㅇ,중갤러 (220.76) 2025.03.30 19:23:05 스크랩 조회 513 추천 1 댓글 2,1,513,2025.03.30 19:23:05,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1697&page=5
6,1696,,3학년들 축제때 뭐함?,10월에 축제할때 3학년들 학교 안와도 됨?,중갤러 (175.208) 2025.03.30 17:46:13 스크랩 조회 466 추천 5 댓글 3,5,466,2025.03.30 17:46:13,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1696&page=6
6,1695,,3모 망친 친구들 다 들어와봐:),에휴븅신,ㅇㅇ (211.234) 2025.03.29 18:00:48 스크랩 조회 797 추천 22 댓글 8,22,797,2025.03.29 18:00:48,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1695&page=6
6,1694,,작년 제작년 고1 중간 수학 등급컷좀,1등급은 85정도로 기억하는데...,중갤러 (218.39) 2025.03.29 13:05:46 스크랩 조회 443 추천 4 댓글 4,4,443,2025.03.29 13:05:46,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1694&page=6
6,1692,,이번에 들어온 09인데 진심 중동 편입 어떤가요,도저히 좆산에서 못버틸거 같습니다 - dc official App,웅앵옹잉앙 2025.03.26 22:16:19 스크랩 조회 725 추천 13 댓글 2,13,725,2025.03.26 22:16:19,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1692&page=6
6,1690,,나 김범석인데 오늘도 찢었다,찢찢찢찢 찢이야~~,중갤러 (1.227) 2025.03.26 00:06:02 스크랩 조회 471 추천 3 댓글 0,3,471,2025.03.26 00:06:02,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1690&page=6
6,1689,,동아리 학잠,학잠 있는 동아리 뭐뭐 있나요 - dc official App,중갤러 (118.235) 2025.03.23 17:37:59 스크랩 조회 391 추천 2 댓글 2,2,391,2025.03.23 17:37:59,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1689&page=6
6,1688,,ㄴㄱ,궁금한 게 영어교사 중에 여자쌤 백씨 있지않아씀? ㄴㄱ였누,중갤러 (14.52) 2025.03.22 02:19:40 스크랩 조회 252 추천 1 댓글 0,1,252,2025.03.22 02:19:40,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1688&page=6
6,1687,,문학좆노잼임,1학년때가 좋앗다 내신 챙기고 잇어서 듣는데 졸려디짐,중갤러 (183.98) 2025.03.21 21:36:31 스크랩 조회 588 추천 13 댓글 3,13,588,2025.03.21 21:36:31,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1687&page=6
6,1686,,동아리,99%이과 학생인데 선발로 문과쪽 뽑혔는데 상관없나요 생기부에 영향 갈까봐 무서운데...,중갤러 (211.169) 2025.03.21 08:14:51 스크랩 조회 313 추천 2 댓글 1,2,313,2025.03.21 08:14:51,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1686&page=6
6,1685,,와 몸매 보소(후방주의),존나 꼴리면 개추,ㅇㅇ (222.107) 2025.03.20 20:56:56 스크랩 조회 1037 추천 14 댓글 1,14,1037,2025.03.20 20:56:56,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1685&page=6
6,1684,,1학년 게이들아 일반동아리 언제까지 신청임?,ㅇㅇ,ㅇㅇ (211.243) 2025.03.20 15:41:26 스크랩 조회 315 추천 5 댓글 1,5,315,2025.03.20 15:41:26,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1684&page=6
6,1683,,중산 수준 이정도 맞냐?,,중갤러 (114.206) 2025.03.20 02:46:07 스크랩 조회 1467 추천 27 댓글 6,27,1467,2025.03.20 02:46:07,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1683&page=6
6,1682,,박성제 원래 어땠길래?,솔직히 그렇게 막 갈구는지도 모르겠고 걍 약간 무서운 선생님 정돈데 다들 왜 그렇게 ㅈ같아함,중갤러 (211.234) 2025.03.18 18:29:23 스크랩 조회 1384 추천 18 댓글 8,18,1384,2025.03.18 18:29:23,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1682&page=6
6,1680,,김승규선생님은 윤석열대통령 복귀를 전적으로 지지합니다,아 그냥 그렇다고요,ㅇㅇ (223.38) 2025.03.17 22:47:03 스크랩 조회 1239 추천 42 댓글 6,42,1239,2025.03.17 22:47:03,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1680&page=6
6,1679,,07들은 열심히 해라,형도 시대 재종 다니게 될지는 몰랐다,ㅇㅇ 2025.03.16 01:54:58 스크랩 조회 505 추천 14 댓글 0,14,505,2025.03.16 01:54:58,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1679&page=6
6,1678,,박성제 ㅈㄴ 츤데레됨,정년이라고 슬슬착해진듯,ㅇㅇ (58.225) 2025.03.14 22:25:08 스크랩 조회 869 추천 6 댓글 2,6,869,2025.03.14 22:25:08,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1678&page=6
6,1677,,누가 더 유명함 저스틴 비버 베컴,- dc official App,디바 (59.28) 2025.03.14 20:50:21 스크랩 조회 275 추천 1 댓글 2,1,275,2025.03.14 20:50:21,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1677&page=6
6,1676,,헬스동아리 어떤가요,쌤은 어떻고 들어가기 빡센가요??,중갤러 (27.1) 2025.03.14 17:25:01 스크랩 조회 394 추천 1 댓글 3,1,394,2025.03.14 17:25:01,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1676&page=6
6,1675,,창의연구실험반,뭐하는 데인가요,중갤러 (1.235) 2025.03.13 01:19:43 스크랩 조회 290 추천 0 댓글 1,0,290,2025.03.13 01:19:43,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1675&page=6
6,1673,,당구동아리 어떤가요,ㅇㅇ - dc official App,중갤러 (180.224) 2025.03.12 18:14:37 스크랩 조회 249 추천 1 댓글 1,1,249,2025.03.12 18:14:37,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1673&page=6
6,1672,,동아리ㅅㅂㅈ같노,진지하게 정치동아리랑 경제동아리 둘중에 뭐가더 좋냐? 나 트럼프욕하고 싶은데 어디로 가야함???,중갤러 (222.107) 2025.03.12 17:05:39 스크랩 조회 496 추천 6 댓글 1,6,496,2025.03.12 17:05:39,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1672&page=6
6,1671,,방송반 질문이요,방송반 들어가고 싶은데 경쟁률 빡세나요?,중갤러 (58.140) 2025.03.11 23:39:09 스크랩 조회 260 추천 3 댓글 2,3,260,2025.03.11 23:39:09,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1671&page=6
6,1669,,생물반 들어가기 빡세나요,ㅇㅇ - dc official App,중갤러 (221.148) 2025.03.09 23:24:45 스크랩 조회 312 추천 0 댓글 0,0,312,2025.03.09 23:24:45,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1669&page=6
6,1668,,수비하실분,점심시간어 운동장에서 신호주세요,중갤러 (39.7) 2025.03.09 21:36:30 스크랩 조회 282 추천 1 댓글 0,1,282,2025.03.09 21:36:30,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1668&page=6
6,1667,,3학년 정철 쌤 자습 허용 안함?,심화국어 시간에 들어오자마자 욕을 내뱉으시던데 자습허용 안하시나?,중갤러 (14.138) 2025.03.09 21:04:28 스크랩 조회 515 추천 12 댓글 0,12,515,2025.03.09 21:04:28,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1667&page=6
6,1665,,고1인데 영어로 수업하시는 쌤 어떤가요?,뭐라는지 하나도 모르겠는데 이분 원래 좀 유명하신 분이었나요?,중갤러 (118.217) 2025.03.08 23:32:13 스크랩 조회 530 추천 7 댓글 3,7,530,2025.03.08 23:32:13,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1665&page=6
6,1664,,김재수 다시 경제 한다던데,ㄹㅇ이냐? 어차피 본인 이과라서 상관은 없,중갤러 (221.138) 2025.03.08 23:16:04 스크랩 조회 409 추천 3 댓글 2,3,409,2025.03.08 23:16:04,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1664&page=6
6,1663,,누가 더 유명함 빌리 아일리시 음바페,- dc official App,디바 (59.28) 2025.03.08 09:30:00 스크랩 조회 257 추천 3 댓글 2,3,257,2025.03.08 09:30:00,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1663&page=6
6,1662,,중산고 의치한약수 95명 뭐임?,280명 중에 어떻게 의치한약수 다 합쳐서 95명이나 감?? ㅈㄴ 대단하시네,중갤러 (118.235) 2025.03.07 22:57:08 스크랩 조회 928 추천 23 댓글 2,23,928,2025.03.07 22:57:08,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1662&page=6
6,1659,,동아리 질문있어요,동아리 하면 학잠 준다는데 어니 동아리 학잠이 가장 좋나요??,중갤러 (58.140) 2025.03.07 18:35:54 스크랩 조회 263 추천 2 댓글 1,2,263,2025.03.07 18:35:54,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1659&page=6
6,1658,,생기부 질문이요,고1인데 생기부(세특) 어떻게 하면 잘 써주시나요??,중갤러 (58.140) 2025.03.07 18:35:08 스크랩 조회 221 추천 0 댓글 0,0,221,2025.03.07 18:35:08,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1658&page=6
6,1657,,한번 대줄테니까,담배줄사람,중갤러 (39.7) 2025.03.07 17:27:25 스크랩 조회 484 추천 3 댓글 3,3,484,2025.03.07 17:27:25,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1657&page=6
6,1654,,담배피는거 도촬했는데,어케 신고하냐?,ㅇㅇ (1.234) 2025.03.06 02:32:49 스크랩 조회 715 추천 5 댓글 2,5,715,2025.03.06 02:32:49,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1654&page=6
6,1653,,1학년 교육 일베러 누구죠?,- dc official App,중갤러 (175.209) 2025.03.05 23:52:07 스크랩 조회 1066 추천 18 댓글 9,18,1066,2025.03.05 23:52:07,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1653&page=6
6,1652,,고1 수학,블랙이랑 고쟁이 원만하게 풀 정도면 10%도 노려볼만한가요,중갤러 (218.39) 2025.03.05 21:15:29 스크랩 조회 534 추천 7 댓글 8,7,534,2025.03.05 21:15:29,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1652&page=6
6,1650,,배치고사보니까 수학샘 개수성애자인듯;;,ㄹㅇ,중갤러 (211.243) 2025.03.04 08:49:03 스크랩 조회 436 추천 0 댓글 1,0,436,2025.03.04 08:49:03,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1650&page=6
6,1649,,입학과제 필수인가요?,입학 전 과제 독후감 써야 하는데 필수로 써야 하나요? 안 쓰면 어떻게 되나요?,중갤러 (58.140) 2025.03.03 20:58:49 스크랩 조회 290 추천 3 댓글 1,3,290,2025.03.03 20:58:49,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1649&page=6
6,1648,,솔직히 쌤중에 박성제가 GOAT아니냐,저녁뭐먹을지좀골라다오,ㅇㅇ (211.234) 2025.03.03 20:16:47 스크랩 조회 941 추천 21 댓글 1,21,941,2025.03.03 20:16:47,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1648&page=6
6,1647,,수시 메디컬,수과탐 투툴이라 중산 1지망 왔는데 여기서 지방 약대 끝자락이라도 수시로 가려면 1후반(수과탐 높은)정도 띄우면 되나요?,중갤러 (211.36) 2025.03.01 00:02:38 스크랩 조회 340 추천 4 댓글 1,4,340,2025.03.01 00:02:38,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1647&page=6
6,1646,,중산고1 내신 학원 ㅊㅊ좀,중산고1 국어 수학 영어 내신학원 어디 다니는거 좋나요,중갤러 (175.208) 2025.02.28 17:42:49 스크랩 조회 655 추천 4 댓글 2,4,655,2025.02.28 17:42:49,https://gall.dcinside.com/mini/board/view/?id=jungsanhigh&no=1646&page=6
