제목,말머리,내용,글쓴이,추천수,조회수,날짜,링크,내용_score_여성/가족,내용_score_남성,내용_score_성소수자,내용_score_인종/국적,내용_score_연령,내용_score_지역,내용_score_종교,내용_score_기타 혐오,내용_score_악플/욕설,내용_score_clean,내용_score_장애
평경에 페미 준내 많다는대 팩트임?,,ㅇㅇ?,"평갤러(61.253) 2024.10.05 19:36:31
조회 217 추천 0 댓글 1",추천 0,조회 217,2024.10.05 19:36:31,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=146&page=1,0.01868513785302639,0.011513379402458668,0.013350630179047585,0.01956993341445923,0.01406540535390377,0.010589766316115856,0.01838194951415062,0.009329802356660366,0.03140658140182495,0.9455538988113403,0.010294221341609955
개씨발진짜,,"그래음침하게 뒤에서 디씨하는건 좋아 나도 음지 좋아해
일베도환영인데 똥싸고 물안내리는건 도저히 용서할수가없다 시발 물좀내려개좆같은새끼들아 화장실변기 3개를 다막는건 무슨 개좆같은경우냐
- dc official App","서진원(223.38) 2024.09.20 16:15:51
조회 204 추천 1 댓글 1",추천 1,조회 204,2024.09.20 16:15:51,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=144&page=1,0.022105777636170387,0.028977878391742706,0.026287661865353584,0.015231981873512268,0.0044480543583631516,0.008689907379448414,0.009612739086151123,0.03885466605424881,0.8526569604873657,0.036233991384506226,0.005691490601748228
이런말 하긴 뭐하지만,,"현 3학년인데 진짜 학교에 고아 새끼들 편부모가정 새끼들 전라도 홍어새끼들 왜캐 많음?
그냥 공고새끼들이 우리과는 정상이네 외조과는 ㅄ이네 ai 새끼들 ㅈ병신이네 
서로 뒷담까는 새끼들이 다 남자새끼들임
그냥 학교자체가 거대한 한녀 그자체임 ㅇㅇ","ㅇㅇ(119.207) 2024.09.12 14:07:12
조회 211 추천 3 댓글 3",추천 3,조회 211,2024.09.12 14:07:12,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=140&page=1,0.5104727745056152,0.3007832169532776,0.04606197029352188,0.0717959851026535,0.07628204673528671,0.8857884407043457,0.0473150908946991,0.18613122403621674,0.010810104198753834,0.02085045538842678,0.03685108199715614
텔레그램 누구냐? 솔직히말하자,,"08이라매
- dc official App","ㅇㅇ(118.235) 2024.09.01 02:18:35
조회 246 추천 0 댓글 1",추천 0,조회 246,2024.09.01 02:18:35,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=138&page=1,0.014270982705056667,0.00861455500125885,0.010528584010899067,0.01537912618368864,0.009984239935874939,0.008343133144080639,0.014046994037926197,0.008417919278144836,0.047519054263830185,0.9207254648208618,0.007359712850302458
나 박진영인데,,요즘 왜케 깝사냐 다들 선배고 뭐고 우리 아빠앞에서 아무것도 못히면서 나대지말라,"평갤러(106.101) 2024.08.19 14:23:47
조회 191 추천 0 댓글 4",추천 0,조회 191,2024.08.19 14:23:47,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=137&page=1,0.020094264298677444,0.008615605533123016,0.009047038853168488,0.008165419101715088,0.011993249878287315,0.006257087457925081,0.009056282229721546,0.02892482466995716,0.8177130818367004,0.15405194461345673,0.006241380702704191
cc깨짐ㅅ ㅍ,,다시 짝사랑을 시작하지,"짝사랑녀(211.36) 2024.07.21 21:10:44
조회 196 추천 0 댓글 3",추천 0,조회 196,2024.07.21 21:10:44,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=135&page=1,0.015518917702138424,0.007439902983605862,0.010072778910398483,0.016855688765645027,0.009500371292233467,0.0070868562906980515,0.012500984594225883,0.007632919121533632,0.050882983952760696,0.9038634300231934,0.006691205780953169
김은성 똥,,"나 김은성인데 똥마려우니까 오늘 하루 건들지마라
변비다","평갤러(182.225) 2024.07.19 15:26:00
조회 132 추천 0 댓글 1",추천 0,조회 132,2024.07.19 15:26:00,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=134&page=1,0.015068303793668747,0.007541081868112087,0.02905152179300785,0.005506160203367472,0.008966595865786076,0.0049753389321267605,0.0052851359359920025,0.012673896737396717,0.4175136685371399,0.5148298740386963,0.005698429420590401
1학년대장 김은성,,나 김은성인데 나 화나면 무섭다 진짜 요즘 너네 다 ㅈ같으니까 나한테 말걸지마 막걸리,"평갤러(182.225) 2024.07.19 15:21:14
조회 124 추천 0 댓글 0",추천 0,조회 124,2024.07.19 15:21:14,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=133&page=1,0.023991158232092857,0.01362964790314436,0.015609447844326496,0.011862167157232761,0.007508845999836922,0.006035922560840845,0.009032615460455418,0.03185051679611206,0.8838590383529663,0.10887713730335236,0.006424326915293932
아 급식이 보단 학식이가 나은듯 ㅋㅋ,,- dc official App,"ㅇㅇ(116.121) 2024.06.26 12:16:06
조회 110 추천 0 댓글 2",추천 0,조회 110,2024.06.26 12:16:06,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=131&page=1,0.012841418385505676,0.007844464853405952,0.009920693002641201,0.017234547063708305,0.00868525542318821,0.00734416488558054,0.01353029627352953,0.00821048952639103,0.05770694836974144,0.9080140590667725,0.006885179318487644
아 종강 하니깐 할게 없네,,고딩들은 이제 시험 기간 이지? 힘내라 ㅋㅋㅋㅋㅋ,"oo(1.242) 2024.06.26 05:58:25
조회 86 추천 0 댓글 2",추천 0,조회 86,2024.06.26 05:58:25,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=130&page=1,0.017650440335273743,0.008983259089291096,0.011662335135042667,0.014485197141766548,0.014574714936316013,0.008021993562579155,0.011982637457549572,0.00919608399271965,0.04518740996718407,0.9271535277366638,0.008150645531713963
국방부가 왜 여성징병제 안하는지 내가 평붕이들 한테 알려줄깨,,"지금 군대에서도 존나 사건 사고가 존나 나고 있슴 근데 국방부는 그걸 덮는대 급급함 예전부터 그랬고 앞으로도 그럴거임 왜냐 우리 남자들은 군대를 돌리는 부품에 불과하거든 지금 이게 왜 여성징병제를 안하는 이유냐고? 아 ㅋㅋ 시발 남자들끼리 있는 군대에서도 성폭행 사건이 일어나는대 거기 여자까지 껴봐 그럼 우리나라 사회에서 입김이 강한 여성단체들이 지랄 할거고 만약 그 성폭행 사건을 덮을려던 정황이 잡히면 진짜 좆되면 국방부 전채가 갈아 엎어질수도 있슴
그리고 국방부는 좋은 핑계가 있어 예산 부족을 들먹이면 머리아픈일 구지 할필요 없이 그냥 징집률만 높이면 되는 부분이거든 이거보는 06 07 08 애들아 지금 군대에도 부조리가 그대로 있다 그리고 팩트로 나도 그렇고 너내도 그렇고 군대에 잡혀 갈거야 힘들면 그냥 명령 불복종 하고 영창가라 지금 죽은 훈령병 처럼 억울하게 죽고 국방부에 응 느그자식 이런거 당하지 말고 그냥 영창을 가서 군생활더해 군생활보다 니 몸이 더 중요해 그리고 이 나라를 위해 목숨 걸지마라 그게 내 생각이다","평갤러(61.253) 2024.06.24 23:20:46
조회 95 추천 1 댓글 1",추천 1,조회 95,2024.06.24 23:20:46,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=129&page=1,0.8814789652824402,0.023962413892149925,0.028780734166502953,0.02253657393157482,0.019184457138180733,0.014821973629295826,0.015908855944871902,0.16577768325805664,0.0641409158706665,0.038399580866098404,0.011150657199323177
작년에 진짜 이쁘고 섹시한 누나 있었는대 졸업해서 슬픔,,그누나만 보면 마음이 두근대고 다른대도 두근대고 진짜 미쳐버린는줄 알았다 그누나 정말보고 싶다 그리고 저 아래 일학년 일짱 저새낀 뭐냐,"06병신(61.253) 2024.06.24 00:17:55
조회 202 추천 0 댓글 1",추천 0,조회 202,2024.06.24 00:17:55,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=128&page=1,0.018503203988075256,0.013639657758176327,0.013387361541390419,0.010093597695231438,0.01068777684122324,0.011108840815722942,0.010127284564077854,0.024712780490517616,0.8961309194564819,0.09569151699542999,0.0077537354081869125
나 평경1학년 일짱인대 이제부터 1학년 만원씩 내라,,"ㅇㅇ
- dc official App","ㅇㅇ(116.121) 2024.06.20 10:36:30
조회 161 추천 0 댓글 3",추천 0,조회 161,2024.06.20 10:36:30,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=125&page=1,0.014747869223356247,0.008208629675209522,0.010164604522287846,0.016097307205200195,0.009572057984769344,0.007253332529217005,0.013432399369776249,0.008133839815855026,0.050566256046295166,0.9146890640258789,0.007100242655724287
짝사랑 접음,,cc중,"짝사랑녀(117.111) 2024.06.19 16:16:54
조회 126 추천 0 댓글 3",추천 0,조회 126,2024.06.19 16:16:54,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=124&page=1,0.015772437676787376,0.009435915388166904,0.011800147593021393,0.017766373232007027,0.013746683485805988,0.00999219436198473,0.017723586410284042,0.00917463656514883,0.034887757152318954,0.9374364614486694,0.00902611669152975
평경갤 왜 죽어가누?,,"기말 이라고 죽은거?
- dc official App","ㅇㅇ 2024.06.18 03:14:06
조회 148 추천 0 댓글 5",추천 0,조회 148,2024.06.18 03:14:06,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=122&page=1,0.015308533795177937,0.008363565430045128,0.01048034057021141,0.01540832594037056,0.009673774242401123,0.00744216050952673,0.014059924520552158,0.00829384196549654,0.048749376088380814,0.9175387620925903,0.007097170688211918
평붕이들 나랑 카페 갈래?,,"프롬프트
a big-chested woman
네거티브
프롬프트
샘플링 DPM++ 2M Karras
스타일 None","ㅇㅇ(61.253) 2024.06.07 02:16:14
조회 116 추천 0 댓글 0",추천 0,조회 116,2024.06.07 02:16:14,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=120&page=1,0.01412899512797594,0.010488627478480339,0.014271117746829987,0.030728567391633987,0.008657713420689106,0.0070018889382481575,0.013653495348989964,0.007690117694437504,0.04598551243543625,0.9185212850570679,0.008363154716789722
아 꽁짜밥 부럽다,,나도 꽁짜밥 먹고 싶다 시이발,"ㅇㅇ(61.253) 2024.06.02 11:55:15
조회 106 추천 0 댓글 1",추천 0,조회 106,2024.06.02 11:55:15,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=119&page=1,0.01985638029873371,0.01074515376240015,0.014394722878932953,0.013854824006557465,0.009067603386938572,0.009696990251541138,0.014250296168029308,0.024140067398548126,0.8913620114326477,0.06721827387809753,0.006977872923016548
근데 여기에 맞는말 써봤자 원숭이 잡아다 산수 가르치는 격인게,,얘넨 차피 대학교 나와봤자 나오리만 못하게 별 볼일 없는 인생 살거니까,"짝사랑녀(117.111) 2024.05.31 05:08:30
조회 204 추천 1 댓글 8",추천 1,조회 204,2024.05.31 05:08:30,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=116&page=1,0.030180327594280243,0.022947384044528008,0.012435602955520153,0.010108993388712406,0.013356768526136875,0.005812377203255892,0.007216122467070818,0.08538733422756195,0.8069072961807251,0.06558429449796677,0.007503979839384556
ㄹㅇ 특성화고는 홍보물 규제좀 해야함,,"시발 중학교때 ㅈ같은 홍보물만 안뿌렸어도 특성화 안왔다
이새끼들은 뭔 홍보물을 북한 삐라마냥 존나게 뿌려대는데 하나같이 존나 좋은 직장 갈 수 있고
존나 좋은 대학 보내준단다
시발 진짜 그랬으면 대치맘들 벌서 특성화고 입시반 만들어서 초딩때부터 특성화고 보낼라고 안달이였겠지
근데 사실 그딴 홍보뭏보고 믿고온 지능가지고 일반고 갔어도 별 차이는 없었겠지만
지금 특성화고 고민하고 있는새끼들은 잘 봐라
세무사, 병역특례, 인서울 대학 갈수 있다는거?
특성화고 학생 만명중에 한두명 간걸 부풀려서 그딴식으로 얘기하는거다 
특성화고 진짜 현실은 개일찐 천에고아로 학교생활하다가 대리, 딸배, 알바, 백수 하거나
정신차리고 3년간 바닥 빌빌길면서 선생들한태 온갖욕 다 들어 쳐먹고 졸업해서 재수학원등록하고 지거국이나 가는게 가장 잘 풀린경우다
이거보고도 올거면 와라 사회는 지능낮은새끼들이 바닥을 깔아줘야 열심히하는 사람들이 빛나보이는거니까 ㅇㅇ","ㅇㅇ(119.207) 2024.05.28 16:51:08
조회 261 추천 3 댓글 4",추천 3,조회 261,2024.05.28 16:51:08,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=112&page=1,0.06690365821123123,0.028663702309131622,0.013110153377056122,0.012180711142718792,0.019121913239359856,0.01334737241268158,0.010047520510852337,0.26506567001342773,0.5150616765022278,0.024833453819155693,0.008429570123553276
21세기에 특성화고 온 건 한마디로 천민이라고 할수 있다,,"특성화고 졸업장은 평생 별볼일 없는 노비 인생을 살아가야 한다 는 증표다.
남들은 인강도 김동욱, 현우진, 조정식 등 유명한 강사의 것들로 그냥 편하게, 빠르게 시청하지만
특성화고생은 그렇게 남들 다 듣는 인강조차 제대로 이해하지 못 할것이다.
특성화고에서 나름 열심히 공부했어도 인문계 고등학교에서 꼴통 짓을 하던 양아치들과 비슷한 수준일 것이며, 공부를 아예 안 했지만 인문계 고등학교 학생이었다는 이유만으 로 자기보다 훨씬 공부를 잘 하는 학생들을 보면서 항상 억울해할 것이다.
인문계 고등학교에서는 그냥 거기서 성실하게 공부 열심히만 하 면 자기의 실력대로 성적이 나오고, 학교에서 자신의 생기부 관리 를 도와주며, 자기의 성적대로 좋은 대학을 갈 수 있지만, 특성화고에서는 문제가 너무 쉽게 나와서 누가 실수 안해서 100 점 맞느냐로 등급을 결정할 뿐더러, 내신 1.8 맞아도 인하공전을 가는 등 차별을 심하게 당하고, 수시 철이 되어서 생기부를 뽑으 면 그 두께가 너무나도 얇을거다.인문계 고등학교에서의 공부는 수능에 직접적으로 반영되지만, 특성화고에서의 공부는 수능과 아무런 관련이 없다. 인문계 고등 학교에서의 공부는 분명 진짜 국어, 진짜 수학, 진짜 영어지만 특 성화고에서의 공부는 그냥 교사가 주는 답지 베끼기만 하는 가짜 국어영어수학이다. 남들은 고등학교 3년동안 지식의 확장이 됐겠 지만 특성화고생들은 고등학교 3년동안 지식을 비우기만 한 셈이 남들은 인문계 출신이라서 조금 놀면서 공부해도 내가 풀타임으 로 공부하는 것보다 능률이 잘 나올거라는 생각이 들면 항상 억울 하게 될거다. 분명히 인문계 고등학교만 갔어도 노력한만큼 대가 를 받고, 의지가 있는 학생들 사이에서 많은 좋은 정보와 좋은 생 기부를 얻을 수 있었을텐데, 왜 선택 잘못해서 천민신세를 못 면 하고 있는건가 싶을거다.
본인은 재수학원을 와서 인문계라는 이유만으로 온갖 혜택을 입 은데다가 머리속엔 각종 영어수학 기본지식으로 가득 차있는 여 러 사람을 보았다. 수업 또한 그런 학생들을 대상으로 하며, 그런 학생들이 수험생들의 대부분이라는 생각을 하게 되었다. 후회와 한탄만이 깃든다...
변명이라고? 잘 될 사람은 잘 된다고? 여기서 잘 하고 등급 잘 나오는 애들은 인문계에서도 잘 해서 훨 씬 더 좋은 대학 갔었을 애들밖에 없고, 그런 애들조차 여기 환경 에 물들어서 나락에 떨어진 상황을 한 두번 본게 아니다.
운 좋게 좋은 곳에 들어간 사람들은 있겠지. 평생 남들이 다 아는 미적분 공식, 영어능력같은건 하나도 갖추지 못한 채로...
조선시대 때도 운 좋게 왜구들 몇명 죽여서 면천되고 벼슬얻은 노 비들이 간간히 있었다. 근데 전체 노비들 중에서 얼마나 되었을거같나?  나는 분명 160 정도의 중학교 내신을 가졌음에도 특성화고를 선 택했다는 거 자체로 한번 실패했지만, 유명한 재수학원에 등록해 서 수능에 정진하면서 열심히 살고있다. 쓰레기같고 무익한 특성 화고 전공공부나 자격증같은 것과는 아무런 관련이 없이","짝사랑녀(211.36) 2024.05.26 15:12:05
조회 308 추천 2 댓글 2",추천 2,조회 308,2024.05.26 15:12:05,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=110&page=1,0.10187307745218277,0.01982681266963482,0.02991981990635395,0.031620532274246216,0.15834182500839233,0.02391965314745903,0.02948685735464096,0.2289293110370636,0.033094506710767746,0.21009504795074463,0.02063211053609848
졸업생 인데,,"왜 벌써 졸업 한지 5개월 정도 됐냐 ㄷㄷ
너네가 왜 평경을 선택 했는지 모르겠지만 대학 진학 생각 있으면
최대한 등급 올려라 못해도 3등급은 받아야 평경에서 경기권 4년제 가던가
지방에서 이름 있는 대학 이거나 지방 국립대 정도는 들어갈 수 있다
수시 원서 쓸때 너네 수능 볼 생각 없으면 최저 없는데 원서 써서 하면 좋은데
작년 입결, 모집요강 잘 살펴서 특성화 나왔어도 일반전형 가능한곳 있으니깐
너무 특성화전형 으로만 안써도 되니깐","평갤러(211.206) 2024.05.26 09:44:42
조회 252 추천 0 댓글 8",추천 0,조회 252,2024.05.26 09:44:42,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=109&page=1,0.019612187519669533,0.008250202052295208,0.009462359361350536,0.0149258216843009,0.01219076756387949,0.010798229835927486,0.011933607049286366,0.011569835245609283,0.041175875812768936,0.9172967076301575,0.00806539785116911
아 시발 응디 시티ㅜ응디 시티 응디 시티,,- dc official App,"ㅇㅇ(116.121) 2024.05.24 17:44:05
조회 90 추천 0 댓글 1",추천 0,조회 90,2024.05.24 17:44:05,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=108&page=1,0.012841418385505676,0.007844464853405952,0.009920693002641201,0.017234547063708305,0.00868525542318821,0.00734416488558054,0.01353029627352953,0.00821048952639103,0.05770694836974144,0.9080140590667725,0.006885179318487644
선배 마라탕 사주세요,,"예아 안될거 뭐있노?

그럼 혹시 탕후루도?

절대 안된다","짝사랑녀(117.111) 2024.05.23 17:16:44
조회 101 추천 1 댓글 0",추천 1,조회 101,2024.05.23 17:16:44,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=107&page=1,0.01330753043293953,0.009067804552614689,0.009216072969138622,0.010146055370569229,0.008887347765266895,0.010178080759942532,0.011006775312125683,0.008354795165359974,0.07466743886470795,0.8962406516075134,0.006472231820225716
08 개병신 같으면 개추,,"ㅇ
- dc official App","ㅇㅇ(211.246) 2024.05.15 13:23:00
조회 323 추천 6 댓글 2",추천 6,조회 323,2024.05.15 13:23:00,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=105&page=1,0.013541700318455696,0.007776396349072456,0.009897862561047077,0.016338780522346497,0.009030100889503956,0.0073553393594920635,0.013255956582725048,0.008155955001711845,0.05560809373855591,0.9095990657806396,0.006877710111439228
츄러스 맛있노 ㅋㅋㅋ,,"갸꿀
- dc official App","평갤러(61.77) 2024.05.03 08:57:06
조회 181 추천 0 댓글 2",추천 0,조회 181,2024.05.03 08:57:06,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=104&page=1,0.01455825287848711,0.011163583025336266,0.009912855923175812,0.011541970074176788,0.006482917349785566,0.0052083274349570274,0.008612795732915401,0.008103911764919758,0.10866088420152664,0.857187032699585,0.005868745036423206
다들 갤질좀 하세요.,,저 심심합니다. 모락갤은 글 리젠 괜찮던데 평경만 이렇면 되겠나요,"짝사랑녀(117.111) 2024.05.01 16:08:59
조회 182 추천 0 댓글 4",추천 0,조회 182,2024.05.01 16:08:59,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=103&page=1,0.017707379534840584,0.010671756230294704,0.019754011183977127,0.018402358517050743,0.011916267685592175,0.009193133562803268,0.01720113307237625,0.008289054036140442,0.03247184678912163,0.9362003803253174,0.0093148872256279
오토바이 타고 오는 애들아,,나도 좀 태워줘,"평갤러(106.101) 2024.04.23 02:43:58
조회 190 추천 0 댓글 1",추천 0,조회 190,2024.04.23 02:43:58,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=102&page=1,0.013316241092979908,0.007947909645736217,0.009682522155344486,0.015494792722165585,0.011511935852468014,0.007985358126461506,0.013221721164882183,0.008125065825879574,0.05564038082957268,0.9181762337684631,0.007480722386389971
경영고ㅋㅋㅋㅋㅋㅈㄴ웃기노,,걍 공고라고 해 시바 있어보이려고 별지랄을 다하네,"ㅇㅇ(58.123) 2024.04.14 20:56:01
조회 365 추천 11 댓글 2",추천 11,조회 365,2024.04.14 20:56:01,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=101&page=1,0.021167103201150894,0.01119130477309227,0.022650808095932007,0.011534410528838634,0.009305927902460098,0.01161713246256113,0.015157575719058514,0.030767017975449562,0.9111323952674866,0.04847860336303711,0.00811953004449606
나 사실 너싫어해,,만우절^^~~~~,"짝사랑녀(211.36) 2024.04.01 22:35:56
조회 126 추천 2 댓글 0",추천 2,조회 126,2024.04.01 22:35:56,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=100&page=1,0.017799921333789825,0.011340721510350704,0.012819434516131878,0.015192008577287197,0.012504558078944683,0.00968570914119482,0.017103038728237152,0.008616349659860134,0.037409305572509766,0.9390421509742737,0.0089837945997715
평촌경영고 불합격하고 일반고가면 ㅁㅌㅊ?,,ㅁㅌㅊ?,".(223.39) 2024.04.01 09:23:52
조회 314 추천 0 댓글 2",추천 0,조회 314,2024.04.01 09:23:52,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=99&page=1,0.01651061326265335,0.01068879570811987,0.0120258629322052,0.01784469187259674,0.013268915936350822,0.010217244736850262,0.018020983785390854,0.008769300766289234,0.03479768708348274,0.9401882886886597,0.009407340548932552
평붕이 게이들아 학교 열심히 가라 형인 엠티 간다 ㅋㅋ,,- dc official App,"ㅇㅇ(211.234) 2024.03.29 11:14:45
조회 145 추천 0 댓글 1",추천 0,조회 145,2024.03.29 11:14:45,https://gall.dcinside.com/mgallery/board/view/?id=pcmhs&no=98&page=1,0.012841418385505676,0.007844464853405952,0.009920693002641201,0.017234547063708305,0.00868525542318821,0.00734416488558054,0.01353029627352953,0.00821048952639103,0.05770694836974144,0.9080140590667725,0.006885179318487644
